iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,0.31376636,0.00027437,0.00024386,0.00030489,0.01659594,0.01566398,0.01752790,39.39151764,11.88191700,66.90111542,1.10817397,0.00000000,0.00000000,0.00000000
1,0.23340026,0.00019209,0.00018361,0.00020058,0.01388987,0.01358148,0.01419826,41.30547714,12.79669762,69.81425476,1.11372876,-0.00500000,-0.00500000,0.00500000
2,0.17660722,0.00013595,0.00014218,0.00012972,0.01167654,0.01194529,0.01140780,40.65796280,12.63805199,68.67787170,1.11919403,-0.00317934,-0.00965019,0.00990046
3,0.13864118,0.00009881,0.00011401,0.00008362,0.00992327,0.01069277,0.00915378,39.82819366,12.39669800,67.25968933,1.12448978,-0.00018955,-0.01300750,0.01463665
4,0.11412191,0.00007512,0.00009506,0.00005518,0.00859741,0.00976146,0.00743336,39.00281143,12.28371906,65.72190094,1.12953246,0.00312216,-0.01429141,0.01914233
5,0.09836836,0.00006026,0.00008255,0.00003798,0.00763034,0.00909511,0.00616558,38.10409546,12.31054115,63.89764786,1.13427413,0.00635296,-0.01398230,0.02338169
6,0.08884670,0.00005158,0.00007535,0.00002782,0.00698254,0.00868836,0.00527672,37.26182175,12.40490627,62.11874008,1.13868093,0.00897237,-0.01255362,0.02733113
7,0.08339980,0.00004696,0.00007158,0.00002234,0.00659766,0.00846800,0.00472732,36.44294739,12.41904163,60.46685028,1.14272583,0.01072695,-0.01039784,0.03097307
8,0.08081266,0.00004510,0.00007049,0.00001971,0.00642171,0.00840322,0.00444019,35.71498871,12.29520798,59.13476562,1.14639974,0.01169340,-0.00780485,0.03430540
9,0.08030203,0.00004521,0.00007155,0.00001887,0.00640574,0.00846654,0.00434495,35.09013367,11.98454189,58.19572449,1.14969528,0.01180581,-0.00489932,0.03732747
10,0.08143242,0.00004680,0.00007432,0.00001929,0.00651110,0.00862866,0.00439354,34.62774658,11.64674950,57.60874176,1.15260029,0.01121428,-0.00189212,0.04003233
11,0.08377189,0.00004941,0.00007825,0.00002057,0.00669532,0.00885455,0.00453608,34.36427689,11.32303143,57.40552521,1.15509999,0.01019949,0.00107136,0.04241123
12,0.08683679,0.00005254,0.00008274,0.00002233,0.00691631,0.00910579,0.00472683,34.29957962,11.13340569,57.46575546,1.15718091,0.00911952,0.00384735,0.04445687
13,0.09016280,0.00005580,0.00008733,0.00002426,0.00714109,0.00935540,0.00492678,34.36734390,11.01281261,57.72187805,1.15883064,0.00825505,0.00625202,0.04616218
14,0.09320490,0.00005873,0.00009140,0.00002606,0.00733881,0.00957151,0.00510612,34.47497177,11.00653076,57.94341278,1.16004372,0.00780866,0.00817935,0.04752503
15,0.09549534,0.00006098,0.00009446,0.00002750,0.00748812,0.00973058,0.00524567,34.51596832,11.02030182,58.01163101,1.16082251,0.00782653,0.00959079,0.04854746
16,0.09675872,0.00006228,0.00009618,0.00002839,0.00757431,0.00981885,0.00532978,34.47654724,11.01902103,57.93407059,1.16118073,0.00824238,0.01051252,0.04924000
17,0.09694740,0.00006255,0.00009647,0.00002864,0.00759350,0.00983371,0.00535329,34.39451981,11.03382301,57.75521851,1.16114438,0.00896844,0.01103472,0.04962210
18,0.09615964,0.00006186,0.00009544,0.00002827,0.00755013,0.00978115,0.00531912,34.30179596,11.06740570,57.53619003,1.16075027,0.00981054,0.01121239,0.04972162
19,0.09460098,0.00006037,0.00009335,0.00002739,0.00745425,0.00967286,0.00523565,34.23141479,11.12769794,57.33512878,1.16004276,0.01058234,0.01107862,0.04957138
20,0.09250636,0.00005832,0.00009050,0.00002614,0.00731914,0.00952404,0.00511424,34.18618011,11.17763519,57.19472122,1.15907073,0.01108875,0.01064971,0.04920905
21,0.09012915,0.00005597,0.00008725,0.00002469,0.00716062,0.00935098,0.00497026,34.15995026,11.20264530,57.11725616,1.15788662,0.01128140,0.00996809,0.04867512
22,0.08769010,0.00005355,0.00008391,0.00002319,0.00699338,0.00916988,0.00481689,34.14046478,11.19911480,57.08181763,1.15654075,0.01112723,0.00905787,0.04800990
23,0.08536305,0.00005125,0.00008071,0.00002178,0.00683051,0.00899307,0.00466796,34.11802673,11.17869759,57.05735779,1.15508080,0.01075004,0.00782008,0.04725188
24,0.08330235,0.00004918,0.00007782,0.00002054,0.00668188,0.00883028,0.00453348,34.12033463,11.13878155,57.10188675,1.15355217,0.01012766,0.00628031,0.04643736
25,0.08164278,0.00004745,0.00007534,0.00001956,0.00655600,0.00868827,0.00442372,34.19097519,11.12599945,57.25595093,1.15199435,0.00942840,0.00460710,0.04559989
26,0.08039846,0.00004610,0.00007333,0.00001888,0.00645849,0.00857132,0.00434566,34.29412079,11.13807297,57.45017242,1.15044284,0.00886400,0.00293132,0.04476933
27,0.07957143,0.00004514,0.00007181,0.00001848,0.00639078,0.00848152,0.00430004,34.42699814,11.18369770,57.67029953,1.14892662,0.00844516,0.00134578,0.04396927
28,0.07911455,0.00004456,0.00007076,0.00001836,0.00635267,0.00841964,0.00428570,34.55270386,11.26336479,57.84204483,1.14747477,0.00822023,-0.00002699,0.04322430
29,0.07894669,0.00004428,0.00007011,0.00001845,0.00633884,0.00838080,0.00429688,34.66197586,11.34344769,57.98050690,1.14610851,0.00818053,-0.00113213,0.04255307
30,0.07901269,0.00004427,0.00006980,0.00001874,0.00634589,0.00836211,0.00432967,34.74266434,11.40235424,58.08297348,1.14484715,0.00825398,-0.00192579,0.04197288
31,0.07922633,0.00004444,0.00006973,0.00001915,0.00636747,0.00835786,0.00437708,34.78544617,11.44102097,58.12987137,1.14370668,0.00841091,-0.00240068,0.04149754
32,0.07952476,0.00004473,0.00006983,0.00001963,0.00639760,0.00836362,0.00443158,34.79614258,11.47040653,58.12187958,1.14269876,0.00863242,-0.00261927,0.04113709
33,0.07984470,0.00004507,0.00007002,0.00002012,0.00643092,0.00837494,0.00448690,34.77523804,11.48139572,58.06908417,1.14183223,0.00889180,-0.00260221,0.04089965
34,0.08014248,0.00004541,0.00007024,0.00002058,0.00646264,0.00838811,0.00453717,34.73643112,11.48428154,57.98857880,1.14111006,0.00914683,-0.00237034,0.04078813
35,0.08038402,0.00004570,0.00007044,0.00002096,0.00648977,0.00840052,0.00457902,34.68360138,11.47583294,57.89136887,1.14053226,0.00935056,-0.00195808,0.04080280
36,0.08053449,0.00004592,0.00007061,0.00002124,0.00651004,0.00841032,0.00460976,34.61085892,11.44900990,57.77270508,1.14009857,0.00950980,-0.00136215,0.04094293
37,0.08058666,0.00004605,0.00007070,0.00002140,0.00652142,0.00841588,0.00462697,34.53706741,11.40190601,57.67222595,1.13980448,0.00957619,-0.00062435,0.04120485
38,0.08053333,0.00004607,0.00007071,0.00002143,0.00652334,0.00841635,0.00463033,34.46416473,11.33246899,57.59585953,1.13964319,0.00953345,0.00023538,0.04158235
39,0.08040150,0.00004598,0.00007063,0.00002133,0.00651592,0.00841181,0.00462004,34.41801453,11.26929188,57.56673431,1.13960361,0.00935038,0.00109054,0.04206536
40,0.08018400,0.00004581,0.00007049,0.00002113,0.00650066,0.00840323,0.00459810,34.37340927,11.20197868,57.54483795,1.13967335,0.00909190,0.00189217,0.04264328
41,0.07992407,0.00004558,0.00007031,0.00002085,0.00648007,0.00839223,0.00456791,34.34371185,11.15934372,57.52807999,1.13983953,0.00889011,0.00259794,0.04330518
42,0.07963055,0.00004532,0.00007011,0.00002054,0.00645671,0.00838060,0.00453283,34.30688095,11.13371849,57.48004532,1.14008653,0.00880285,0.00314154,0.04403832
43,0.07932508,0.00004506,0.00006993,0.00002019,0.00643241,0.00836992,0.00449490,34.26157761,11.12458324,57.39857483,1.14039779,0.00883139,0.00348262,0.04482831
44,0.07901339,0.00004482,0.00006979,0.00001985,0.00640850,0.00836106,0.00445594,34.19792175,11.13107300,57.26477051,1.14075685,0.00900188,0.00358986,0.04566119
45,0.07872052,0.00004460,0.00006968,0.00001952,0.00638691,0.00835490,0.00441892,34.12045670,11.14827061,57.09263992,1.14114892,0.00929333,0.00349912,0.04652477
46,0.07847168,0.00004442,0.00006962,0.00001922,0.00636812,0.00835133,0.00438491,34.05087280,11.17485428,56.92688751,1.14155757,0.00958418,0.00328631,0.04740492
47,0.07826762,0.00004428,0.00006961,0.00001894,0.00635206,0.00835056,0.00435355,33.99013519,11.19315624,56.78711319,1.14196754,0.00978549,0.00294846,0.04828807
48,0.07812515,0.00004418,0.00006964,0.00001871,0.00633938,0.00835261,0.00432614,33.94941711,11.21246910,56.68636322,1.14236379,0.00987879,0.00255716,0.04916254
49,0.07802804,0.00004410,0.00006971,0.00001850,0.00632934,0.00835637,0.00430231,33.92376328,11.21784401,56.62968063,1.14273214,0.00980080,0.00217917,0.05001654
50,0.07797486,0.00004406,0.00006979,0.00001833,0.00632177,0.00836148,0.00428207,33.91483688,11.21193695,56.61773682,1.14306176,0.00958426,0.00184686,0.05084059
51,0.07796020,0.00004405,0.00006990,0.00001819,0.00631728,0.00836821,0.00426634,33.91120529,11.20320797,56.61920166,1.14334202,0.00933509,0.00157065,0.05162554
