scene_id,scene_type,images_total,images_sampled,edge_density,laplacian_var,open_ratio,visual_clutter,base_score,type_bonus,chair_count,interaction_count,small_clutter_count,generic_object_count,annotated_object_count,meta_bonus,final_score,representative_image
6126572846,conference room,710,8,0.03215200453996658,33.880062103271484,0.9252359867095947,0.018853023450533572,0.9811469765494665,0.08,6,7,2,0,38,0.166,1.2271469765494665,data/6126572846/dslr/resized_undistorted_images/02dd3b53_DSC04784.JPG
d61691f945,conference room,1640,8,0.033747438341379166,47.32611083984375,0.9284275770187378,0.05678945960909587,0.9432105403909041,0.08,12,14,0,0,36,0.196,1.2192105403909042,data/d61691f945/dslr/resized_undistorted_images/DSC02963.JPG
442b144761,conference room,1327,8,0.03896370157599449,54.479042053222656,0.9117021560668945,0.10446800198277388,0.8955319980172262,0.08,19,20,2,0,106,0.198,1.173531998017226,data/442b144761/dslr/resized_undistorted_images/f7226bb3_DSC03404.JPG
46001f434d,living room / lounge,1481,8,0.04270894080400467,34.08530807495117,0.9087234139442444,0.08449000820809653,0.9155099917919035,0.08,11,11,6,5,75,0.16799999999999998,1.1635099917919034,data/46001f434d/dslr/resized_undistorted_images/02dd3b53_DSC07827.JPG
a5dc38bf22,apartment,1165,8,0.036760829389095306,57.15685272216797,0.9204188585281372,0.09498069614262007,0.9050193038573799,0.06,17,27,2,0,90,0.198,1.16301930385738,data/a5dc38bf22/dslr/resized_undistorted_images/DSC05284.JPG
37ea1c52f0,conference room,314,8,0.040352385491132736,54.19865417480469,0.8995877504348755,0.12255193681761721,0.8774480631823828,0.08,11,21,0,0,77,0.2,1.1574480631823827,data/37ea1c52f0/dslr/resized_undistorted_images/DSC06965.JPG
73f9370962,conference room,930,8,0.04505269229412079,54.538856506347656,0.9100099802017212,0.14057685979349951,0.8594231402065005,0.08,11,17,3,1,82,0.195,1.1344231402065004,data/73f9370962/dslr/resized_undistorted_images/02dd3b53_DSC03934.JPG
2a1b555966,apartment,3485,8,0.0362723208963871,48.070228576660156,0.9072971940040588,0.07939211802284354,0.9206078819771565,0.06,7,9,13,8,201,0.14700000000000002,1.1276078819771564,data/2a1b555966/dslr/resized_undistorted_images/d7d00859_DSC04441.JPG
1841a0b525,office,248,8,0.038753293454647064,67.24363708496094,0.9238297939300537,0.12794316283870438,0.8720568371612956,0.06,12,14,1,0,44,0.195,1.1270568371612957,data/1841a0b525/dslr/resized_undistorted_images/DSC09663.JPG
9816c49e97,classroom,1034,8,0.035326406359672546,31.22595977783203,0.8721044063568115,0.06927637678437615,0.9307236232156239,0.05,5,6,3,1,30,0.13566666666666669,1.1163902898822906,data/9816c49e97/dslr/resized_undistorted_images/02dd3b53_DSC04350.JPG
e3ef8b690b,living room / lounge,1565,8,0.03422863036394119,55.816131591796875,0.860049843788147,0.12669619213786137,0.8733038078621387,0.08,6,8,6,4,119,0.158,1.1113038078621387,data/e3ef8b690b/dslr/resized_undistorted_images/d792f7be_DSC02192.JPG
c285c82ade,classroom,1717,8,0.03279237449169159,41.564605712890625,0.9045312404632568,0.04817960966502235,0.9518203903349777,0.05,4,5,2,1,46,0.10933333333333334,1.1111537236683109,data/c285c82ade/dslr/resized_undistorted_images/02dd3b53_DSC06005.JPG
469f112e38,hallway,1752,8,0.03271187096834183,27.429967880249023,0.9119415283203125,0.011366112042283778,0.9886338879577162,0.0,5,6,20,0,206,0.1206666666666667,1.109300554624383,data/469f112e38/dslr/resized_undistorted_images/DSC08653.JPG
646af5e14b,conference room,345,8,0.044681280851364136,54.550140380859375,0.8995445370674133,0.14785083499478144,0.8521491650052185,0.08,10,12,5,5,65,0.173,1.1051491650052185,data/646af5e14b/dslr/resized_undistorted_images/DSC05172.JPG
f6659a3107,conference room,876,8,0.03875512257218361,77.87530517578125,0.9075997471809387,0.1572485189450246,0.8427514810549754,0.08,12,16,6,6,54,0.182,1.1047514810549754,data/f6659a3107/dslr/resized_undistorted_images/DSC05096.JPG
a8f7f66985,classroom,1243,8,0.03701332211494446,59.865333557128906,0.9045810699462891,0.11136998843865137,0.8886300115613486,0.05,6,8,3,2,36,0.165,1.1036300115613487,data/a8f7f66985/dslr/resized_undistorted_images/02dd3b53_DSC04012.JPG
7543973e1a,office,948,8,0.03222335875034332,43.052520751953125,0.9191954731941223,0.03897507849629757,0.9610249215037024,0.06,4,4,13,11,49,0.07433333333333333,1.0953582548370357,data/7543973e1a/dslr/resized_undistorted_images/02dd3b53_DSC04845.JPG
80ffca8a48,conference room,445,8,0.04768918454647064,52.015113830566406,0.8776429891586304,0.17899993601187755,0.8210000639881224,0.08,16,17,4,2,64,0.192,1.0930000639881223,data/80ffca8a48/dslr/resized_undistorted_images/DSC07013.JPG
be05b26a38,conference room,1305,8,0.043102312833070755,61.934913635253906,0.8886967897415161,0.16448167425158036,0.8355183257484197,0.08,9,10,3,0,70,0.177,1.0925183257484197,data/be05b26a38/dslr/resized_undistorted_images/02dd3b53_DSC02756.JPG
21c5ee0ca5,Common Area ,1780,8,0.034975118935108185,32.080657958984375,0.9226961135864258,0.030965699204159973,0.9690343007958401,0.0,5,5,18,0,79,0.11866666666666668,1.0877009674625067,data/21c5ee0ca5/dslr/resized_undistorted_images/DSC09491.JPG
e6671918c8,apartment,1312,8,0.026611899957060814,23.909881591796875,0.9161170125007629,0.0,1.0,0.06,1,2,4,0,113,0.027333333333333338,1.0873333333333335,data/e6671918c8/dslr/resized_undistorted_images/997ce33a_DSC09837.JPG
e5a769dbf5,classroom,982,8,0.02510794810950756,33.768280029296875,0.9095544815063477,0.017669110711417597,0.9823308892885824,0.05,2,3,2,1,25,0.05466666666666667,1.086997555955249,data/e5a769dbf5/dslr/resized_undistorted_images/f7226bb3_DSC02255.JPG
5748ce6f01,conference room,1011,8,0.04070001468062401,60.65618133544922,0.9011768102645874,0.136981566830312,0.863018433169688,0.08,5,6,1,1,35,0.1376666666666667,1.0806850998363546,data/5748ce6f01/dslr/resized_undistorted_images/DSC09306.JPG
bb0ad8a081,classroom,792,8,0.03285092115402222,45.59281921386719,0.9131582379341125,0.04946122629040989,0.9505387737095901,0.05,3,4,4,3,44,0.076,1.0765387737095902,data/bb0ad8a081/dslr/resized_undistorted_images/02dd3b53_DSC04691.JPG
a08d9a2476,apartment,858,8,0.024650542065501213,12.326347351074219,0.9285904169082642,0.0,1.0,0.06,1,2,16,2,92,0.011333333333333338,1.0713333333333335,data/a08d9a2476/dslr/resized_undistorted_images/DSC02726.JPG
67b177d4f6,classroom,836,8,0.03151712566614151,42.271568298339844,0.9112133979797363,0.03650920216996798,0.963490797830032,0.05,2,3,1,0,31,0.05766666666666667,1.0711574644966988,data/67b177d4f6/dslr/resized_undistorted_images/936770b1_DSC06632.JPG
3db0a1c8f3,apartment,972,8,0.036449793726205826,39.495418548583984,0.8920943737030029,0.0755489891038911,0.9244510108961089,0.06,4,10,40,4,195,0.08533333333333334,1.0697843442294421,data/3db0a1c8f3/dslr/resized_undistorted_images/DSC09854.JPG
95d525fbfd,living room / lounge,2265,8,0.04093969613313675,45.75410461425781,0.8516954779624939,0.15052090468874785,0.8494790953112521,0.08,6,10,19,12,181,0.137,1.066479095311252,data/95d525fbfd/dslr/resized_undistorted_images/DSC07522.JPG
bc94b31d5b,classroom,1486,8,0.03970835730433464,63.549739837646484,0.8902360200881958,0.14736534038081364,0.8526346596191864,0.05,7,8,5,2,48,0.163,1.0656346596191864,data/bc94b31d5b/dslr/resized_undistorted_images/cab8bdfc_DSC00284.JPG
3549335582,kitchen,1354,8,0.028201844543218613,33.59016418457031,0.91164231300354,0.01542047569776798,0.9845795243022321,0.02,2,4,4,1,30,0.05666666666666667,1.0612461909688986,data/3549335582/dslr/resized_undistorted_images/f674dab1_DSC01535.JPG
cc0aa81452,lounge,1561,8,0.042074061930179596,32.64710235595703,0.8999700546264648,0.08562662237923893,0.9143733776207611,0.0,5,9,5,1,117,0.14566666666666667,1.0600400442874278,data/cc0aa81452/dslr/resized_undistorted_images/02dd3b53_DSC08263.JPG
2ebbca3e57,classroom,930,8,0.03862705081701279,41.766536712646484,0.9097440242767334,0.07698393201080986,0.9230160679891901,0.05,3,4,2,2,40,0.08,1.0530160679891902,data/2ebbca3e57/dslr/resized_undistorted_images/02dd3b53_DSC03429.JPG
0373d65cce,apartment,581,8,0.036114975810050964,41.67197799682617,0.8907313942909241,0.07955064316595487,0.9204493568340452,0.06,3,5,12,5,62,0.068,1.0484493568340452,data/0373d65cce/dslr/resized_undistorted_images/DSC09229.JPG
b20a261fdf,office,399,8,0.03802876174449921,66.35383605957031,0.9187200665473938,0.12192897244662536,0.8780710275533746,0.06,4,6,7,0,49,0.11033333333333334,1.048404360886708,data/b20a261fdf/dslr/resized_undistorted_images/DSC01252.JPG
70f0e494b2,apartment,935,8,0.03556791692972183,28.4245662689209,0.9006814956665039,0.039084127461224354,0.9609158725387756,0.06,1,2,3,2,46,0.02433333333333334,1.045249205872109,data/70f0e494b2/dslr/resized_undistorted_images/02dd3b53_DSC06294.JPG
56a0ec536c,office,232,8,0.04285714030265808,52.87937927246094,0.8878457546234131,0.14438754072205834,0.8556124592779417,0.06,5,10,18,6,138,0.12666666666666668,1.0422791259446085,data/56a0ec536c/dslr/resized_undistorted_images/DSC03673.JPG
12c0f7a7da,classroom,792,8,0.03612960875034332,53.45769119262695,0.8783810138702393,0.11600596006544348,0.8839940399345565,0.05,4,5,4,2,46,0.10533333333333333,1.0393273732678898,data/12c0f7a7da/dslr/resized_undistorted_images/02dd3b53_DSC01766.JPG
ef69d58016,apartment,276,8,0.03710845857858658,33.2166748046875,0.8887532949447632,0.06876569306327135,0.9312343069367286,0.06,2,4,7,4,89,0.04766666666666668,1.0389009736033954,data/ef69d58016/dslr/resized_undistorted_images/DSC03929.JPG
0796447f4b,apartment,852,8,0.031056059524416924,29.590320587158203,0.9218882918357849,0.003994517931938197,0.9960054820680618,0.06,0,0,6,6,37,-0.018000000000000002,1.0380054820680618,data/0796447f4b/dslr/resized_undistorted_images/54aed99f_DSC05110.JPG
0affa0f99f,apartment,1413,8,0.02883855253458023,25.95965576171875,0.9164694547653198,0.0,1.0,0.06,0,0,15,7,48,-0.028999999999999998,1.0310000000000001,data/0affa0f99f/dslr/resized_undistorted_images/f23f5431_DSC06939.JPG
e0d1ed2159,apartment,641,8,0.028099386021494865,20.834232330322266,0.8966023921966553,0.016267490178086975,0.9837325098219131,0.06,0,0,7,4,26,-0.015,1.028732509821913,data/e0d1ed2159/dslr/resized_undistorted_images/d75f168c_DSC05569.JPG
3f1e1610de,apartment,371,8,0.0414135679602623,33.75751876831055,0.8969082832336426,0.08701089607949046,0.9129891039205096,0.06,2,4,5,1,77,0.05566666666666668,1.0286557705871764,data/3f1e1610de/dslr/resized_undistorted_images/DSC06099.JPG
